Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong,clean_text,normalized_comment,stopword_clean
"USER Dunia kan penuh munafiqun sok suci seperti ente.\nKalo semisal itu Ahok, pasti lo bilang KALAU GAK SALAH KENAPA KABUR?\nTapi karena itu si cabul adalah si jijik, ente jilat memek sendiri... ente bohongi diri sendiri.. ente gak nanya kenapa kabur kalau gak salah.\nMEME",1,1,1,0,0,0,0,1,0,1,0,0,"dunia kan penuh munafiqun sok suci seperti ente. kalo semisal itu ahok, pasti lo bilang kalau gak salah kenapa kabur? tapi karena itu si cabul adalah si jijik, ente jilat memek sendiri... ente bohongi diri sendiri.. ente gak nanya kenapa kabur kalau gak salah. meme","dunia kan penuh munafiqun sok suci seperti ente. kalau semisal itu ahok, pasti kamu bilang kalau tidak salah kenapa kabur? tapi karena itu si cabul adalah si jijik, ente jilat memek sendiri... ente bohongi diri sendiri.. ente tidak nanya kenapa kabur kalau tidak salah. meme","dunia penuh munafiqun sok suci ente. kalau semisal ahok, pasti kamu bilang kalau tidak salah kenapa kabur? tapi cabul jijik, ente jilat memek sendiri... ente bohongi diri sendiri.. ente tidak nanya kenapa kabur kalau tidak salah. meme"
"Moga Koalisi pak USER bs lebih bijak dlm menentukan siapa Bakal Calon Wakil Presiden mendampingi PS ke Pilpres 2019.; ; Saran saya tdk hrs dari partai koalisi, bisa dari tokoh lain yg lbh menjual dan memiliki nilai elektoral tinggi. Ayo saling Legowo;",0,0,0,0,0,0,0,0,0,0,0,0,"moga koalisi pak bs lebih bijak dlm menentukan siapa bakal calon wakil presiden mendampingi ps ke pilpres 2019. saran saya tdk hrs dari partai koalisi, bisa dari tokoh lain yg lbh menjual dan memiliki nilai elektoral tinggi. ayo saling legowo","moga koalisi pak bisa lebih bijak dalam menentukan siapa bakal calon wakil presiden mendampingi ps ke pilpres 2019. saran saya tidak hrs dari partai koalisi, bisa dari tokoh lain yang lbh menjual dan memiliki nilai elektoral tinggi. ayo saling legowo","moga koalisi pak bisa lebih bijak menentukan siapa bakal calon wakil presiden mendampingi ps pilpres 2019. saran saya tidak hrs partai koalisi, bisa tokoh lain lbh menjual memiliki nilai elektoral tinggi. ayo saling legowo"
"RT USER USER Ntar teriak di zalimi korban ""org ibadah kok dilarang dsr rezim anti islam"" :))",1,0,1,0,0,0,0,0,1,1,0,0,ntar teriak di zalimi korban org ibadah kok dilarang dsr rezim anti islam,ntar teriak di zalimi korban orang ibadah kok dilarang dsr rezim anti islam,ntar teriak zalimi korban orang ibadah dilarang dsr rezim anti islam
RT USER USER Prabowo mesti tanggung jawab bangun lagi sekolah yang dibakar,1,0,1,0,0,0,0,0,1,1,0,0,prabowo mesti tanggung jawab bangun lagi sekolah yang dibakar,prabowo mesti tanggung jawab bangun lagi sekolah yang dibakar,prabowo mesti tanggung jawab bangun sekolah dibakar
USER USER USER Memang dibentuk bani togel utk digerakan okeh cukong penunggang agama bukannn? \xf0\x9f\x98\x81',1,1,0,1,1,0,0,0,0,0,1,0,memang dibentuk bani togel utk digerakan okeh cukong penunggang agama bukannn?,memang dibentuk bani togel untuk digerakan okeh cukong penunggang agama bukannn?,memang dibentuk bani togel digerakan okeh cukong penunggang agama bukannn?
"Jika kasus yang menjerat umat islam polisi berlaku cepat, giliran si penista Al - Quran kayanya lambat banget Penjarakan penjarakan ahok",1,0,0,1,1,0,0,0,0,0,1,0,"jika kasus yang menjerat umat islam polisi berlaku cepat, giliran si penista al - quran kayanya lambat banget penjarakan penjarakan ahok","jika kasus yang menjerat umat islam polisi berlaku cepat, giliran si penista al - quran kayanya lambat banget penjarakan penjarakan ahok","kasus menjerat umat islam polisi berlaku cepat, giliran penista al quran kayanya lambat banget penjarakan penjarakan ahok"
"USER Hi, Untuk informasi lebih detail mengenai isu keamanan transaksi tidak dapat di jelaskan, Karena bersifat confidential.",0,0,0,0,0,0,0,0,0,0,0,0,"hi, untuk informasi lebih detail mengenai isu keamanan transaksi tidak dapat di jelaskan, karena bersifat confidential.","hi, untuk informasi lebih detail mengenai isu keamanan transaksi tidak dapat di jelaskan, karena bersifat confidential.","hi, informasi lebih detail mengenai isu keamanan transaksi tidak dapat jelaskan, bersifat confidential."
"gua benci bgt liat org koar2 spoiler avenger. yaelahhh!!! sblm avenger kluar juga, film2 yg laen digituin juga kaga pada protes. knp br pd protes skrg?!? bacot'",1,1,0,1,0,0,0,0,1,0,1,0,"gua benci bgt liat org koar2 spoiler avenger. yaelahhh!!! sblm avenger kluar juga, film2 yg laen digituin juga kaga pada protes. knp br pd protes skrg?!? bacot","saya benci banget liat orang koar2 spoiler avenger. yaelahhh!!! sblm avenger kluar juga, film2 yang laen digituin juga kaga pada protes. knp br pd protes skrg?!? bacot","saya benci banget liat orang koar2 spoiler avenger. yaelahhh!!! sblm avenger kluar juga, film2 laen digituin juga kaga protes. knp br pd protes skrg?!? bacot"
"Kafir itu artinya ""menutup hati atas kebenaran"", sedangkan muslim artinya ""Selamat""\nNon muslim ""tidak selamat""\nOrang di luar islam lebih senang di bilang non muslim ""orang yg tidak selamat"" ketimbang di bilang kafir ""orang yg menutup hati"" \xf0\x9f\x98",0,0,0,0,0,0,0,0,0,0,0,0,"kafir itu artinya menutup hati atas kebenaran , sedangkan muslim artinya selamat non muslim tidak selamat orang di luar islam lebih senang di bilang non muslim orang yg tidak selamat ketimbang di bilang kafir orang yg menutup hati","kafir itu artinya menutup hati atas kebenaran , sedangkan muslim artinya selamat non muslim tidak selamat orang di luar islam lebih senang di bilang non muslim orang yang tidak selamat ketimbang di bilang kafir orang yang menutup hati",kafir artinya menutup hati kebenaran muslim artinya selamat non muslim tidak selamat orang islam lebih senang bilang non muslim orang tidak selamat ketimbang bilang kafir orang menutup hati
USER Taplak meja warteg mana ganteng gini',0,0,0,0,0,0,0,0,0,0,0,0,taplak meja warteg mana ganteng gini,taplak meja warteg mana ganteng gini,taplak meja warteg mana ganteng gini
Pertukaran budaya,0,0,0,0,0,0,0,0,0,0,0,0,pertukaran budaya,pertukaran budaya,pertukaran budaya
"USER indiehome ini kacrut emang. pernah saking kesel, teknisi dateng beberapa kali cuma cek, pergi, ga solve juga.\n\nsampe 7 hari, akhirnya kudu pake ketebelece dari seorang Dirjen + bakal nulis di Koran Kompas. Gada 1 jam langsung beres. Ngehe~",1,1,0,1,0,0,0,0,1,0,1,0,"indiehome ini kacrut emang. pernah saking kesel, teknisi dateng beberapa kali cuma cek, pergi, ga solve juga. sampe 7 hari, akhirnya kudu pake ketebelece dari seorang dirjen bakal nulis di koran kompas. gada 1 jam langsung beres. ngehe","indiehome ini kacrut emang. pernah saking kesel, teknisi dateng beberapa kali cuma cek, pergi, tidak solve juga. sampe 7 hari, akhirnya kudu pake ketebelece dari seorang dirjen bakal nulis di koran kompas. gada 1 jam langsung beres. ngehe","indiehome kacrut emang. pernah saking kesel, teknisi dateng kali cek, pergi, tidak solve juga. sampe 7 hari, akhirnya kudu pake ketebelece seorang dirjen bakal nulis koran kompas. gada 1 jam langsung beres. ngehe"
"USER Jika dulu seks bebas boleh dikawal dengan peraturan dan undang2, jadi budaya baru seperti LGBT juga boleh dilaksanakan satu mekanisme yg sesuai bg mengawalnya. Kita boleh elakkan perkara yg tidak diingini berlaku tanpa pembelaan yg sewajarny",0,0,0,0,0,0,0,0,0,0,0,0,"jika dulu seks bebas boleh dikawal dengan peraturan dan undang2, jadi budaya baru seperti lgbt juga boleh dilaksanakan satu mekanisme yg sesuai bg mengawalnya. kita boleh elakkan perkara yg tidak diingini berlaku tanpa pembelaan yg sewajarny","jika dulu seks bebas boleh dikawal dengan peraturan dan undang2, jadi budaya baru seperti lgbt juga boleh dilaksanakan satu mekanisme yang sesuai bg mengawalnya. kita boleh elakkan perkara yang tidak diingini berlaku tanpa pembelaan yang sewajarny","dulu seks bebas dikawal peraturan undang2, budaya lgbt juga dilaksanakan satu mekanisme sesuai bg mengawalnya. kita elakkan perkara tidak diingini berlaku pembelaan sewajarny"
USER USER Setelah mengantar anak skolah liat2 dunia maya eh kok ada kalimat yg pas utk gembel warnet mknya lgs aq cc in biar gak lupa\xf0\x9f\x98\x81\xf0\x9f\x98\x81\xf0\x9f\x98\x81',0,1,0,0,0,0,0,0,0,0,0,0,setelah mengantar anak skolah liat2 dunia maya eh kok ada kalimat yg pas utk gembel warnet mknya lgs aq cc in biar gak lupa,setelah mengantar anak skolah liat2 dunia maya eh kok ada kalimat yang pas untuk gembel warnet mknya lgs aq cc in biar tidak lupa,mengantar anak skolah liat2 dunia maya ada kalimat pas gembel warnet mknya lgs aq cc in biar tidak lupa
PKI itu Ilusi Ancaman Nyata bagi NKRI adalah USER dan antek antek Neo Orba Plus FPI FUI dan kelompok khilafah pemuja ISIS. Waspada!,1,0,0,1,1,1,0,0,0,0,1,0,pki itu ilusi ancaman nyata bagi nkri adalah dan antek antek neo orba plus fpi fui dan kelompok khilafah pemuja isis. waspada!,pki itu ilusi ancaman nyata bagi nkri adalah dan antek antek neo orba plus fpi fui dan kelompok khilafah pemuja isis. waspada!,pki ilusi ancaman nyata bagi nkri antek antek neo orba plus fpi fui kelompok khilafah pemuja isis. waspada!
"USER USER USER Nama cantik mu tak seiring hati busuk mu!!ngaku ber agama tapi kelakuan lebih bagus penyembah berhala,dasar apa kau sebut saya cebong?tunjukkan ayat di kitab suci mu,adakah manusia harus disebut cebong?Otak mu dangkal,berkedok agama tpi kelakuan se",1,1,1,0,1,0,0,0,0,1,0,0,"nama cantik mu tak seiring hati busuk mu!!ngaku ber agama tapi kelakuan lebih bagus penyembah berhala,dasar apa kau sebut saya cebong?tunjukkan ayat di kitab suci mu,adakah manusia harus disebut cebong?otak mu dangkal,berkedok agama tpi kelakuan se","nama cantik mu tak seiring hati busuk mu!!ngaku ber agama tapi kelakuan lebih bagus penyembah berhala,dasar apa kau sebut saya cebong?tunjukkan ayat di kitab suci mu,adakah manusia harus disebut cebong?otak mu dangkal,berkedok agama tpi kelakuan se","nama cantik tak seiring hati busuk mu!!ngaku ber agama tapi kelakuan lebih bagus penyembah berhala,dasar apa kau sebut saya cebong?tunjukkan ayat kitab suci mu,adakah manusia harus disebut cebong?otak dangkal,berkedok agama tpi kelakuan se"
"USER USER Sebenarnya apa yg anda cari dan anda ingin dpatkan..?? RI rusuh..?? Terpecah belah..?? RI perang saudara..?? Kalo yg itu anda harapkan.. anda dapat hasil apa..?? Ga akan jg dpt apapun kecuali sengsara, makan susah, kemungkinan hidu",0,0,0,0,0,0,0,0,0,0,0,0,"sebenarnya apa yg anda cari dan anda ingin dpatkan..?? ri rusuh..?? terpecah belah..?? ri perang saudara..?? kalo yg itu anda harapkan.. anda dapat hasil apa..?? ga akan jg dpt apapun kecuali sengsara, makan susah, kemungkinan hidu","sebenarnya apa yang anda cari dan anda ingin dpatkan..?? ri rusuh..?? terpecah belah..?? ri perang saudara..?? kalau yang itu anda harapkan.. anda dapat hasil apa..?? tidak akan juga dpt apapun kecuali sengsara, makan susah, kemungkinan hidu","apa anda cari anda ingin dpatkan..?? ri rusuh..?? terpecah belah..?? ri perang saudara..?? kalau anda harapkan.. anda dapat hasil apa..?? tidak juga dpt apapun sengsara, makan susah, kemungkinan hidu"
"*di kantor*\nTV: *nayangin berita driver grab yg ngirim death threat ke cewek tuli*\nBundo: *pake suara kecil* ""Tai, ampe di death threat gitu sial""\n.\n.\n.\n.\n.\nkish, kebiasaan lu ngomong jorok untung lu ngomongnya pake suara yg kecil.....'",0,1,0,0,0,0,0,0,0,0,0,0,"di kantor tv nayangin berita driver grab yg ngirim death threat ke cewek tuli bundo pake suara kecil tai, ampe di death threat gitu sial . . . . . kish, kebiasaan lu ngomong jorok untung lu ngomongnya pake suara yg kecil.....","di kantor tv nayangin berita driver grab yang ngirim death threat ke cewek tuli bundo pake suara kecil tai, ampe di death threat gitu sial . . . . . kish, kebiasaan lu ngomong jorok untung lu ngomongnya pake suara yang kecil.....","kantor tv nayangin berita driver grab ngirim death threat cewek tuli bundo pake suara kecil tai, ampe death threat gitu sial kish, kebiasaan lu ngomong jorok untung lu ngomongnya pake suara kecil....."
USER USER Kacrut banget kualitas anggota2 DPR ini.\nLow to the max ...\n#shameOnYou lah',1,1,0,1,0,0,0,0,1,0,1,0,kacrut banget kualitas anggota2 dpr ini. low to the max ... shameonyou lah,kacrut banget kualitas anggota2 dpr ini. low to the max ... shameonyou lah,kacrut banget kualitas anggota2 dpr ini. low to the max shameonyou
"Gausah kepedean bilang kamu bs sembuhin, lu punya titit, bukan meki'",0,1,0,0,0,0,0,0,0,0,0,0,"gausah kepedean bilang kamu bs sembuhin, lu punya titit, bukan meki","gausah kepedean bilang kamu bisa sembuhin, lu punya titit, bukan meki","gausah kepedean bilang kamu bisa sembuhin, lu punya titit, meki"
"USER USER Keadilan .. Bilang ke org laen anti aseng, giliran akun medsosnya diblokir, demooooooo... Nyinyiiiiiir... Eh impor barang dr china pula..'",1,0,1,0,0,0,0,0,1,1,0,0,"keadilan .. bilang ke org laen anti aseng, giliran akun medsosnya diblokir, demooooooo... nyinyiiiiiir... eh impor barang dr china pula..","keadilan .. bilang ke orang laen anti aseng, giliran akun medsosnya diblokir, demooooooo... nyinyiiiiiir... eh impor barang dr china pula..","keadilan bilang orang laen anti aseng, giliran akun medsosnya diblokir, demooooooo... nyinyiiiiiir... impor barang dr china pula.."
gue emang bego sayang sama orang yang jelas-jelas ga sayang dan ga pernah mikirin perasaan gue sedikitpun',0,1,0,0,0,0,0,0,0,0,0,0,gue emang bego sayang sama orang yang jelas-jelas ga sayang dan ga pernah mikirin perasaan gue sedikitpun,saya emang bego sayang sama orang yang jelas-jelas tidak sayang dan tidak pernah mikirin perasaan saya sedikitpun,saya emang bego sayang sama orang jelas-jelas tidak sayang tidak pernah mikirin perasaan saya sedikitpun
Ngapain tag si kunyuk URL,0,1,0,0,0,0,0,0,0,0,0,0,ngapain tag si kunyuk,ngapain tag si kunyuk,ngapain tag kunyuk
USER Kenapa org baik selalu dikasih cobaan dengan berhub sama org yg brengsek?\xf0\x9f\x98\x82',0,1,0,0,0,0,0,0,0,0,0,0,kenapa org baik selalu dikasih cobaan dengan berhub sama org yg brengsek?,kenapa orang baik selalu dikasih cobaan dengan berhub sama orang yang brengsek?,kenapa orang baik selalu dikasih cobaan berhub sama orang brengsek?
USER USER Waspada ulama jabar jangan mau jadi tamen si cungkring ini.; Dia itu muka petruk hati DASAMUKA,1,1,1,0,0,0,1,0,0,1,0,0,waspada ulama jabar jangan mau jadi tamen si cungkring ini. dia itu muka petruk hati dasamuka,waspada ulama jabar jangan ingin jadi tamen si cungkring ini. dia itu muka petruk hati dasamuka,waspada ulama jabar jangan ingin tamen cungkring ini. dia muka petruk hati dasamuka
"USER Gentong kosong kan nyaring bunyinya mbak.....terbuai dgn kata rayuannya, syair2nya yg keluar dari nyanyiannya juga kadang membuai pendengarnya ( yg bloon pasti terbuai )'",0,1,0,0,0,0,0,0,0,0,0,0,"gentong kosong kan nyaring bunyinya mbak.....terbuai dgn kata rayuannya, syair2nya yg keluar dari nyanyiannya juga kadang membuai pendengarnya yg bloon pasti terbuai","gentong kosong kan nyaring bunyinya mbak.....terbuai dengan kata rayuannya, syair2nya yang keluar dari nyanyiannya juga kadang membuai pendengarnya yang bloon pasti terbuai","gentong kosong nyaring bunyinya mbak.....terbuai kata rayuannya, syair2nya keluar nyanyiannya juga kadang membuai pendengarnya bloon pasti terbuai"
USER USER pasti kafir bahlul bong200 \xf0\x9f\x98\x82\xf0\x9f\x98\x82',1,1,0,1,1,0,0,0,0,0,1,0,pasti kafir bahlul bong200,pasti kafir bahlul bong200,pasti kafir bahlul bong200
"""Siapa yang meninggalkan shalat dengan sengaja, maka ia kafir terang-terangan"" (HR. Attabrani)'",0,0,0,0,0,0,0,0,0,0,0,0,"siapa yang meninggalkan shalat dengan sengaja, maka ia kafir terang-terangan hr. attabrani","siapa yang meninggalkan shalat dengan sengaja, maka ia kafir terang-terangan hr. attabrani","siapa meninggalkan shalat sengaja, ia kafir terang-terangan hr. attabrani"
USER USER Bahtiar mabok fifis onta',1,1,1,0,0,0,0,0,1,1,0,0,bahtiar mabok fifis onta,bahtiar mabok fifis onta,bahtiar mabok fifis onta
USER USER USER Pada akhirnya para bangkai ditemukan,1,1,1,0,0,0,0,0,1,1,0,0,pada akhirnya para bangkai ditemukan,pada akhirnya para bangkai ditemukan,akhirnya bangkai ditemukan
Se7 sy dgn LBP.; KPU perlu tetapkan cukup 1 tema saja.; ; Misalnya :; #2019GantiPresiden; #2019PresidenBaru ; ; .; ; Luhut kepada Prabowo: Jika Maju Tidak Usah Bawa Tema Agama;,1,0,1,0,0,0,0,0,1,1,0,0,se7 sy dgn lbp. kpu perlu tetapkan cukup 1 tema saja. misalnya 2019gantipresiden 2019presidenbaru . luhut kepada prabowo jika maju tidak usah bawa tema agama,se7 saya dengan lbp. kpu perlu tetapkan cukup 1 tema saja. misalnya 2019gantipresiden 2019presidenbaru . luhut kepada prabowo jika maju tidak usah bawa tema agama,se7 saya lbp. kpu perlu tetapkan cukup 1 tema saja. 2019gantipresiden 2019presidenbaru luhut kepada prabowo maju tidak usah bawa tema agama
Gubernur Sumsel Alex Noerdin Sosialisasikan Asian Games Kepada Masyarakat se-Kecamatan Sako,0,0,0,0,0,0,0,0,0,0,0,0,gubernur sumsel alex noerdin sosialisasikan asian games kepada masyarakat se-kecamatan sako,gubernur sumsel alex noerdin sosialisasikan asian games kepada masyarakat se-kecamatan sako,gubernur sumsel alex noerdin sosialisasikan asian games kepada masyarakat se-kecamatan sako
".; Kantor Gubernur Militer, sekarang Korem 031 Wira Bima.; Sumber : Google; â??â??â??â??; Kirimkan atau tagâ?¦",0,0,0,0,0,0,0,0,0,0,0,0,". kantor gubernur militer, sekarang korem 031 wira bima. sumber google ?? ?? ?? ?? kirimkan atau tag ?",". kantor gubernur militer, sekarang korem 031 wira bima. sumber google ?? ?? ?? ?? kirimkan atau tag ?","kantor gubernur militer, sekarang korem 031 wira bima. sumber google kirimkan tag"
"Ada solusi, ngeblock. Efektif? Ga juga krn besok buat akun baru lagi, sambar buang sampah lagi \xf0\x9f\x98\x81\nKita harus bisa jaga kedsmaian di lapak kita sendiri, biar tdk berhamburan sampah medsos yg mmg gak berguna sama sekali. #loncengbuatsambarcu",0,0,0,0,0,0,0,0,0,0,0,0,"ada solusi, ngeblock. efektif? ga juga krn besok buat akun baru lagi, sambar buang sampah lagi kita harus bisa jaga kedsmaian di lapak kita sendiri, biar tdk berhamburan sampah medsos yg mmg gak berguna sama sekali. loncengbuatsambarcu","ada solusi, ngeblock. efektif? tidak juga karena besok buat akun baru lagi, sambar buang sampah lagi kita harus bisa jaga kedsmaian di lapak kita sendiri, biar tidak berhamburan sampah medsos yang mmg tidak berguna sama sekali. loncengbuatsambarcu","ada solusi, ngeblock. efektif? tidak juga besok buat akun lagi, sambar buang sampah kita harus bisa jaga kedsmaian lapak kita sendiri, biar tidak berhamburan sampah medsos mmg tidak berguna sama sekali. loncengbuatsambarcu"
USER Baktang ah team kapir kauuu',1,1,1,0,0,0,0,0,1,1,0,0,baktang ah team kapir kauuu,baktang ah team kapir kauuu,baktang ah team kapir kauuu
6. Anda akn mndptkan pesan Notifikasi rahasia u/ dtukarkn dg Tiket msuk. Pnukaran hnya bs dlkukan d Stadion mlai 6 jam s/d 1 jam sblm kickoff d loket khusus TCash; ; 7. Pstikan Anda mmliki TCash u/ bs mngakses diskon2 khsus smpai 20%. TCash hnya bs dgnakan,0,0,0,0,0,0,0,0,0,0,0,0,anda akn mndptkan pesan notifikasi rahasia u dtukarkn dg tiket msuk. pnukaran hnya bs dlkukan d stadion mlai 6 jam s d 1 jam sblm kickoff d loket khusus tcash 7. pstikan anda mmliki tcash u bs mngakses diskon2 khsus smpai 20 . tcash hnya bs dgnakan,anda akn mndptkan pesan notifikasi rahasia u dtukarkn dg tiket msuk. pnukaran hnya bisa dlkukan d stadion mlai 6 jam s d 1 jam sblm kickoff d loket khusus tcash 7. pstikan anda mmliki tcash u bisa mngakses diskon2 khsus smpai 20 . tcash hnya bisa dgnakan,anda akn mndptkan pesan notifikasi rahasia u dtukarkn dg tiket msuk. pnukaran hnya bisa dlkukan d stadion mlai 6 jam s d 1 jam sblm kickoff d loket khusus tcash 7. pstikan anda mmliki tcash u bisa mngakses diskon2 khsus smpai 20 tcash hnya bisa dgnakan
USER HEH JIJIK GUE LANGSUNG UNFRIEND LO SELAMANYA BARU TAU RASA',1,1,1,0,0,0,0,0,1,1,0,0,heh jijik gue langsung unfriend lo selamanya baru tau rasa,heh jijik saya langsung unfriend kamu selamanya baru tau rasa,heh jijik saya langsung unfriend kamu selamanya tau rasa
USER USER USER USER USER Ini anak keparat bangsat pak ..mungkin butuh pembinaan kalo tak bisa dibina mohon dibinasakan saja pak',1,1,1,0,0,0,0,0,1,1,0,0,ini anak keparat bangsat pak ..mungkin butuh pembinaan kalo tak bisa dibina mohon dibinasakan saja pak,ini anak keparat bangsat pak ..mungkin butuh pembinaan kalau tak bisa dibina mohon dibinasakan saja pak,anak keparat bangsat pak ..mungkin butuh pembinaan kalau tak bisa dibina mohon dibinasakan pak
"USER USER Iya beda budaya sih kayanya, tapi di jepang juga masih ada yang risih sih sama mv bikini2 gitu... tapi mereka bikinian jatohnya gak sexy, malah lucu gitu...",0,0,0,0,0,0,0,0,0,0,0,0,"iya beda budaya sih kayanya, tapi di jepang juga masih ada yang risih sih sama mv bikini2 gitu... tapi mereka bikinian jatohnya gak sexy, malah lucu gitu...","iya beda budaya sih kayanya, tapi di jepang juga masih ada yang risih sih sama mv bikini2 gitu... tapi mereka bikinian jatohnya tidak sexy, malah lucu gitu...","iya beda budaya kayanya, tapi jepang juga ada risih sama mv bikini2 gitu... tapi mereka bikinian jatohnya tidak sexy, malah lucu gitu..."
Gubernur rasa Presiden ð??? ; Sukses terus ya pak USER.. ; Semoga Allah selalu memudahkan segala urusan bapak.. ð???,0,0,0,0,0,0,0,0,0,0,0,0,gubernur rasa presiden ??? sukses terus ya pak .. semoga allah selalu memudahkan segala urusan bapak.. ???,gubernur rasa presiden ??? sukses terus ya pak .. semoga allah selalu memudahkan segala urusan bapak.. ???,gubernur rasa presiden sukses terus pak semoga allah selalu memudahkan segala urusan bapak..
USER USER Kalau di thailand ada celeng di indonesia ada cebong dan kampret....',1,1,0,1,0,0,0,0,1,0,1,0,kalau di thailand ada celeng di indonesia ada cebong dan kampret....,kalau di thailand ada celeng di indonesia ada cebong dan kampret....,kalau thailand ada celeng indonesia ada cebong kampret....
"USER USER Aku ga mau, Taehyung yang ini penggemar berat Mba Kunti. \xf0\x9f\x98\xad'",0,0,0,0,0,0,0,0,0,0,0,0,"aku ga mau, taehyung yang ini penggemar berat mba kunti.","aku tidak mau, taehyung yang ini penggemar berat mba kunti.","aku tidak mau, taehyung penggemar berat mba kunti."
Perjuangan kalahkan Ahok baru awal. Kita pindah lengserkan Jokowi.,1,0,1,0,0,0,0,0,1,0,0,1,perjuangan kalahkan ahok baru awal. kita pindah lengserkan jokowi.,perjuangan kalahkan ahok baru awal. kita pindah lengserkan jokowi.,perjuangan kalahkan ahok awal. kita pindah lengserkan jokowi.
Rejim saat ini dengan sadar telah mengabaikan prinsip dasar nasionalisme dan fungsi #sosial atas #tanah. ).|#keadilandistribusitanah',0,0,0,0,0,0,0,0,0,0,0,0,rejim saat ini dengan sadar telah mengabaikan prinsip dasar nasionalisme dan fungsi sosial atas tanah. . keadilandistribusitanah,rejim saat ini dengan sadar telah mengabaikan prinsip dasar nasionalisme dan fungsi sosial atas tanah. . keadilandistribusitanah,rejim saat sadar mengabaikan prinsip dasar nasionalisme fungsi sosial tanah. keadilandistribusitanah
"Sebenarnya bukan jijik, mungkin muka dia tak SEMULUS kakak2 skalian. MUNGKIN. Takut2 kalau masuk pekerja watson tu suruh dia pakai produk itu ini. Calit itu ini kat muka. Jadi kurang keyakinan diri sbb ingat teruk sgt ke muka dia. Ada org yg mcm ni, jgn",0,0,0,0,0,0,0,0,0,0,0,0,"sebenarnya bukan jijik, mungkin muka dia tak semulus kakak2 skalian. mungkin. takut2 kalau masuk pekerja watson tu suruh dia pakai produk itu ini. calit itu ini kat muka. jadi kurang keyakinan diri sbb ingat teruk sgt ke muka dia. ada org yg mcm ni, jgn","sebenarnya bukan jijik, mungkin muka dia tak semulus kakak2 skalian. mungkin. takut2 kalau masuk pekerja watson tu suruh dia pakai produk itu ini. calit itu ini kat muka. jadi kurang keyakinan diri sbb ingat teruk sgt ke muka dia. ada orang yang mcm ni, jgn","jijik, muka dia tak semulus kakak2 skalian. mungkin. takut2 kalau masuk pekerja watson tu suruh dia pakai produk ini. calit kat muka. kurang keyakinan diri sbb ingat teruk sgt muka dia. ada orang mcm ni, jgn"
"USER Ketika dilantik blg ;.....SAATNYA PRIBUMI BANGKIT !"" Tp nyatanya malah import bawang putih dari China, yg notabene waktu kampanye pilkada selalu bilang ANTI ASENG !!!!!'",1,0,1,0,0,0,0,0,1,1,0,0,"ketika dilantik blg .....saatnya pribumi bangkit ! tp nyatanya malah import bawang putih dari china, yg notabene waktu kampanye pilkada selalu bilang anti aseng !!!!!","ketika dilantik blg .....saatnya pribumi bangkit ! tapi nyatanya malah import bawang putih dari china, yang notabene waktu kampanye pilkada selalu bilang anti aseng !!!!!","dilantik blg .....saatnya pribumi bangkit ! tapi nyatanya malah import bawang putih china, notabene waktu kampanye pilkada selalu bilang anti aseng !!!!!"
RT USER Berarti BPK sama DPR gak dapat dipercaya dunk. Jadi lebih baik bubarkan saja.,1,0,0,1,0,0,0,0,1,0,0,1,berarti bpk sama dpr gak dapat dipercaya dunk. jadi lebih baik bubarkan saja.,berarti bpk sama dpr tidak dapat dipercaya dunk. jadi lebih baik bubarkan saja.,berarti bpk sama dpr tidak dapat dipercaya dunk. lebih baik bubarkan saja.
Gubernur AHOK segala lini susehhh dihantem! Perempuan? No! Uang/ korupsi? NO..makanya luu pada isengin omongan-nya !!!!,1,0,1,0,0,0,0,0,1,1,0,0,gubernur ahok segala lini susehhh dihantem! perempuan? no! uang korupsi? no..makanya luu pada isengin omongan-nya !!!!,gubernur ahok segala lini susehhh dihantem! perempuan? no! uang korupsi? no..makanya luu pada isengin omongan-nya !!!!,gubernur ahok segala lini susehhh dihantem! perempuan? no! uang korupsi? no..makanya luu isengin omongan-nya !!!!
Arsenal ngono ngono ae. Huuuuuuuu! Cupu',1,1,0,1,0,0,0,0,1,0,1,0,arsenal ngono ngono ae. huuuuuuuu! cupu,arsenal ngono ngono ae. huuuuuuuu! cupu,arsenal ngono ngono ae. huuuuuuuu! cupu
"USER Mungkin kah Komunis, syiah, termasuk juga JIN ANU, yg terlalu alergi dgn islam dan juga kebangkitan islam.\nSemoga tdk ikut terbawa #Dungu2Periode'",1,1,0,1,1,0,0,0,0,0,1,0,"mungkin kah komunis, syiah, termasuk juga jin anu, yg terlalu alergi dgn islam dan juga kebangkitan islam. semoga tdk ikut terbawa dungu2periode","mungkin kah komunis, syiah, termasuk juga jin anu, yang terlalu alergi dengan islam dan juga kebangkitan islam. semoga tidak ikut terbawa dungu2periode","komunis, syiah, termasuk juga jin anu, terlalu alergi islam juga kebangkitan islam. semoga tidak ikut terbawa dungu2periode"
